VarName^ready^CF_level^category^orig_order^index_function^N_thresholds^N_inputs^freq^default_freq^OUTPUT_standard_name^OUTPUT_cell_methods^OUTPUT_long_name^OUTPUT_canonical_units^OUTPUT_units^OUTPUT_user_units^OUTPUT_reference^THRESHOLD_VarName^THRESHOLD_standard_name^THRESHOLD_value^THRESHOLD_units^THRESHOLD_relop^INPUT_variable^INPUT_standard_name^INPUT_cell_methods^ET_short_name^ET_long_name^ET_definition^ET_comment
fd^1^CF-1.6^1^1^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_below_threshold^time: minimum within days time: sum over days^Number of Frost Days (Tmin < 0C)^1^1^days^ETCCDI^threshold^air_temperature^0^degree_Celsius^<^tasmin^air_temperature^time: minimum^fd^Frost days^Count when TN < 0ºC^count of days when daily minimum temperature is below 0 degC
tnlt2^1^CF-1.6^2^2^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_below_threshold^time: minimum within days time: sum over days^Number of Frost Days (Tmin < +2C)^1^1^days^ET-SCI^threshold^air_temperature^2^degree_Celsius^<^tasmin^air_temperature^time: minimum^fd2^Frost days 2^Count when TN < 2ºC^count of days when daily minimum temperature is below plus 2 degC
tnltm2^1^CF-1.6^2^3^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_below_threshold^time: minimum within days time: sum over days^Number of Hard Freeze Days (Tmin < -2C)^1^1^days^ET-SCI^threshold^air_temperature^-2^degree_Celsius^<^tasmin^air_temperature^time: minimum^fdm2^Hard freeze^Count when TN < -2ºC^count of days when daily minimum temperature is below minus 2 degC
tnltm20^1^CF-1.6^2^4^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_below_threshold^time: minimum within days time: sum over days^Number of Very Hard Freeze Days (Tmin < -20C)^1^1^days^ET-SCI^threshold^air_temperature^-20^degree_Celsius^<^tasmin^air_temperature^time: minimum^fdm20^Very hard freeze^Count when TN < -20ºC^count of days when daily minimum temperature is below minus 20 degC
id^1^CF-1.6^1^5^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_below_threshold^time: maximum within days time: sum over days^Number of Ice Days (Tmax < 0C)^1^1^days^ETCCDI^threshold^air_temperature^0^degree_Celsius^<^tasmax^air_temperature^time: maximum^id^Ice days^Count when TX < 0ºC^count of days when daily maximum temperature is below 0 degC
su^1^CF-1.6^1^6^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_above_threshold^time: maximum within days time: sum over days^Number of Summer Days (Tmax > 25C)^1^1^days^ETCCDI^threshold^air_temperature^25^degree_Celsius^>^tasmax^air_temperature^time: maximum^su^Summer days^Count when TX > 25ºC^count of days when daily maximum temperature is above plus 25 degC
txge30^0^CF-1.6/not^2^7^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_at_or_above_threshold^time: maximum within days time: sum over days^Number of Hot Days (Tmax >= 30C)^1^1^days^ET-SCI^threshold^air_temperature^30^degree_Celsius^>=^tasmax^air_temperature^time: maximum^su30^Hot days^Count when TX >= 30ºC^count of days when daily maximum temperature is above or equal plus 30 degC
txge35^0^CF-1.6/not^2^8^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_at_or_above_threshold^time: maximum within days time: sum over days^Number of Very Hot Days (Tmax >= 35C)^1^1^days^ET-SCI^threshold^air_temperature^35^degree_Celsius^>=^tasmax^air_temperature^time: maximum^su35^Very hot days^Count when TX >= 35ºC^count of days when daily maximum temperature is above or equal plus 35 degC
tr^1^CF-1.6^1^9^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_above_threshold^time: minimum within days time: sum over days^Number of Tropical Nights (Tmin > 20C)^1^1^days^ETCCDI^threshold^air_temperature^20^degree_Celsius^>^tasmin^air_temperature^time: minimum^tr^Tropical nights^Count when TN > 20ºC^count of days when daily minimum temperature is above plus 20 degC
tmge5^0^CF-1.6/not^2^10^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_at_or_above_threshold^time: mean within days time: sum over days^Number of days with Tmean >= 5C^1^1^days^ET-SCI^threshold^air_temperature^5^degree_Celsius^>^tas^air_temperature^time: mean^tm5a^TM above 5C^Count when TM >= 5ºC^count of days when daily mean temperature is above plus 5 degC
tmlt5^1^CF-1.6^2^11^FUN_count^1^1^ann/sea/mon^ann^number_of_days_with_air_temperature_below_threshold^time: mean within days time: sum over days^Number of days with Tmean < 5C^1^1^days^ET-SCI^threshold^air_temperature^5^degree_Celsius^<^tas^air_temperature^time: mean^tm5b^TM below 5C^Count when TM < 5ºC^count of days when daily mean temperature is below plus 5 degC
